"Date","County","State","Vehicle Primary Use","Battery Electric Vehicles (BEVs)","Plug-In Hybrid Electric Vehicles (PHEVs)","Electric Vehicle (EV) Total","Non-Electric Vehicle Total","Total Vehicles","Percent Electric Vehicles"
"August 31, 2021","Washington","MD","Passenger","2","0","2","11","13","15.38"
"November 30, 2018","Maricopa","AZ","Passenger","2","4","6","1,730","1,736","0.35"
"November 30, 2017","Gwinnett","GA","Passenger","0","1","1","88","89","1.12"
"February 28, 2018","Mason","WA","Truck","0","0","0","19,724","19,724","0.00"
"February 28, 2019","Nueces","TX","Passenger","1","1","2","94","96","2.08"
"March 31, 2024","Charleston","SC","Passenger","0","2","2","66","68","2.94"
"February 28, 2021","Pinellas","FL","Passenger","1","1","2","117","119","1.68"
"December 31, 2023","Harnett","NC","Passenger","4","0","4","158","162","2.47"
"September 30, 2023","Lincoln","WA","Truck","0","0","0","4,818","4,818","0.00"
"November 30, 2024","Lee","AL","Passenger","1","0","1","17","18","5.56"
"February 29, 2024","Ventura","CA","Passenger","3","3","6","250","256","2.34"
"May 31, 2020","Ramsey","MN","Passenger","1","0","1","50","51","1.96"
"July 31, 2017","Tarrant","TX","Passenger","1","0","1","250","251","0.40"
"September 30, 2018","Lewis","WA","Passenger","83","68","151","57,922","58,073","0.26"
"May 31, 2021","Miami-Dade","FL","Passenger","1","0","1","120","121","0.83"
"November 30, 2024","Chelan","WA","Truck","74","0","74","22,931","23,005","0.32"
"November 30, 2018","Thurston","WA","Passenger","706","566","1,272","195,193","196,465","0.65"
"February 28, 2022","Currituck","NC","Passenger","1","0","1","26","27","3.70"
"April 30, 2020","Cowlitz","WA","Passenger","136","115","251","72,675","72,926","0.34"
"July 31, 2024","Hunt","TX","Passenger","1","0","1","5","6","16.67"
"November 30, 2021","Wilson","NC","Passenger","1","0","1","2","3","33.33"
"August 31, 2023","Brown","WI","Passenger","1","0","1","8","9","11.11"
"October 31, 2022","Whitman","WA","Passenger","103","65","168","21,824","21,992","0.76"
"April 30, 2021","San Juan","WA","Truck","0","0","0","5,904","5,904","0.00"
"February 28, 2017","Franklin","OH","Passenger","0","1","1","119","120","0.83"
"November 30, 2017","Stevens","WA","Truck","0","0","0","18,315","18,315","0.00"
"August 31, 2024","Albemarle","VA","Passenger","3","0","3","17","20","15.00"
"March 31, 2024","Columbia","GA","Passenger","1","1","2","77","79","2.53"
"December 31, 2020","Yakima","WA","Truck","0","0","0","60,945","60,945","0.00"
"February 29, 2020","Utah","UT","Passenger","1","0","1","165","166","0.60"
"December 31, 2022","El Paso","TX","Passenger","2","0","2","384","386","0.52"
"November 30, 2020","Virginia Beach","VA","Passenger","1","0","1","663","664","0.15"
"October 31, 2024","Sussex","NJ","Passenger","1","0","1","0","1","100.00"
"February 28, 2025","Lincoln","OR","Passenger","1","0","1","24","25","4.00"
"April 30, 2025","El Paso","TX","Passenger","2","2","4","303","307","1.30"
"August 31, 2022","Alexandria","VA","Passenger","4","0","4","121","125","3.20"
"January 31, 2021","Bucks","PA","Passenger","1","0","1","25","26","3.85"
"September 30, 2024","Yakima","WA","Truck","24","0","24","60,836","60,860","0.04"
"February 28, 2018","Morris","NJ","Passenger","1","0","1","18","19","5.26"
"October 31, 2019","Portsmouth","VA","Passenger","0","1","1","78","79","1.27"
"October 31, 2023","Fredericksburg","VA","Passenger","1","0","1","4","5","20.00"
"December 31, 2023","Williamson","TN","Passenger","0","1","1","18","19","5.26"
"February 28, 2017","San Mateo","CA","Passenger","0","1","1","167","168","0.60"
"January 31, 2023","Multnomah","OR","Passenger","4","2","6","612","618","0.97"
"April 30, 2021","Benton","WA","Passenger","494","378","872","135,909","136,781","0.64"
"August 31, 2021","Carson City","NV","Passenger","1","0","1","13","14","7.14"
"February 28, 2023","Placer","CA","Passenger","1","0","1","85","86","1.16"
"January 31, 2019","Wise","TX","Passenger","1","0","1","5","6","16.67"
"January 31, 2024","Prince George's","MD","Passenger","2","2","4","137","141","2.84"
"July 31, 2024","Skagit","WA","Passenger","1,553","554","2,107","87,998","90,105","2.34"
"March 31, 2020","Penobscot","ME","Passenger","0","2","2","17","19","10.53"
"September 30, 2024","Mecklenburg","NC","Passenger","2","0","2","53","55","3.64"
"May 31, 2022","Clallam","WA","Passenger","410","245","655","49,688","50,343","1.30"
"October 31, 2020","Ramsey","MN","Passenger","1","0","1","45","46","2.17"
"January 31, 2021","Howard","IN","Passenger","0","1","1","4","5","20.00"
"February 28, 2025","Pierce","WA","Truck","592","0","592","132,953","133,545","0.44"
"August 31, 2022","Fort Bend","TX","Passenger","1","0","1","35","36","2.78"
"March 31, 2024","Will","IL","Passenger","0","1","1","19","20","5.00"
"October 31, 2024","Walla Walla","WA","Passenger","357","174","531","35,264","35,795","1.48"
"July 31, 2025","DeKalb","GA","Passenger","2","0","2","33","35","5.71"
"February 28, 2018","Kent","MI","Passenger","0","1","1","37","38","2.63"
"March 31, 2020","Nassau","NY","Passenger","5","0","5","41","46","10.87"
"September 30, 2022","Madison","IL","Passenger","1","0","1","18","19","5.26"
"January 31, 2025","Collin","TX","Passenger","4","1","5","50","55","9.09"
"February 28, 2017","Bergen","NJ","Passenger","0","2","2","33","35","5.71"
"September 30, 2019","Clark","WA","Truck","0","0","0","80,908","80,908","0.00"
"June 30, 2022","Salt Lake","UT","Passenger","2","1","3","185","188","1.60"
"June 30, 2020","Bucks","PA","Passenger","1","0","1","25","26","3.85"
"July 31, 2023","Pacific","WA","Truck","4","0","4","7,813","7,817","0.05"
"January 31, 2018","San Juan","WA","Truck","0","0","0","5,639","5,639","0.00"
"January 31, 2025","Monroe","WI","Passenger","2","1","3","11","14","21.43"
"December 31, 2024","Wahkiakum","WA","Truck","7","0","7","1,781","1,788","0.39"
"January 31, 2022","Greene","MO","Passenger","0","1","1","34","35","2.86"
"January 31, 2021","Jefferson","WA","Passenger","291","167","458","24,756","25,214","1.82"
"July 31, 2019","Norfolk","VA","Passenger","2","2","4","341","345","1.16"
"September 30, 2021","Collin","TX","Passenger","3","0","3","133","136","2.21"
"July 31, 2021","Monroe","NY","Passenger","1","0","1","33","34","2.94"
"December 31, 2017","Pend Oreille","WA","Truck","0","0","0","5,617","5,617","0.00"
"September 30, 2024","Cumberland","ME","Passenger","1","0","1","11","12","8.33"
"September 30, 2023","St. Louis","MN","Passenger","0","1","1","5","6","16.67"
"September 30, 2018","Brevard","FL","Passenger","0","1","1","102","103","0.97"
"February 28, 2018","District of Columbia","DC","Passenger","0","3","3","185","188","1.60"
"July 31, 2023","Wayne","MI","Passenger","0","1","1","42","43","2.33"
"September 30, 2019","Cumberland","NC","Passenger","0","2","2","503","505","0.40"
"January 31, 2025","Bell","TX","Passenger","2","2","4","230","234","1.71"
"September 30, 2025","Guam","GU","Passenger","0","1","1","27","28","3.57"
"February 28, 2022","Manassas","VA","Passenger","0","1","1","6","7","14.29"
"June 30, 2024","Klickitat","WA","Passenger","209","86","295","15,078","15,373","1.92"
"August 31, 2020","Jefferson","CO","Passenger","0","1","1","63","64","1.56"
"June 30, 2023","Cumberland","NC","Passenger","1","2","3","364","367","0.82"
"January 31, 2025","New London","CT","Passenger","3","3","6","174","180","3.33"
"March 31, 2024","San Luis Obispo","CA","Passenger","0","1","1","49","50","2.00"
"April 30, 2023","Columbia","OR","Passenger","1","0","1","21","22","4.55"
"April 30, 2022","Santa Cruz","CA","Passenger","1","0","1","36","37","2.70"
"February 28, 2025","Autauga","AL","Passenger","1","2","3","14","17","17.65"
"May 31, 2017","Utah","UT","Passenger","0","1","1","175","176","0.57"
"September 30, 2025","DeKalb","GA","Truck","1","0","1","1","2","50.00"
"September 30, 2022","Richmond","GA","Passenger","0","1","1","67","68","1.47"
"May 31, 2021","Richmond","NY","Passenger","1","0","1","8","9","11.11"
"May 31, 2024","Cameron","TX","Passenger","1","0","1","20","21","4.76"
"January 31, 2020","Wise","TX","Passenger","1","0","1","9","10","10.00"
"May 31, 2017","Pacific","WA","Passenger","9","7","16","15,129","15,145","0.11"
"August 31, 2020","Greene","MO","Passenger","0","1","1","40","41","2.44"
"March 31, 2024","New Haven","CT","Passenger","2","0","2","30","32","6.25"
"May 31, 2019","Manassas","VA","Passenger","0","1","1","8","9","11.11"
"April 30, 2023","Whitman","WA","Passenger","137","72","209","21,845","22,054","0.95"
"September 30, 2017","Polk","FL","Passenger","1","0","1","66","67","1.49"
"May 31, 2022","Stevens","WA","Passenger","64","54","118","29,974","30,092","0.39"
"June 30, 2023","Benton","WA","Truck","25","0","25","43,115","43,140","0.06"
"May 31, 2017","Santa Clara","CA","Passenger","5","2","7","426","433","1.62"
"September 30, 2024","Geary","KS","Passenger","1","0","1","72","73","1.37"
"October 31, 2018","Garfield","WA","Truck","0","0","0","959","959","0.00"
"February 29, 2024","Platte","MO","Passenger","2","1","3","17","20","15.00"
"October 31, 2019","Klamath","OR","Passenger","1","0","1","46","47","2.13"
"December 31, 2023","District of Columbia","DC","Truck","1","0","1","12","13","7.69"
"January 31, 2017","Maricopa","AZ","Passenger","2","1","3","2,107","2,110","0.14"
"November 30, 2022","Camden","NJ","Passenger","0","1","1","12","13","7.69"
"September 30, 2021","Bexar","TX","Passenger","2","4","6","576","582","1.03"
"December 31, 2020","Spartanburg","SC","Passenger","0","1","1","53","54","1.85"
"October 31, 2020","Clallam","WA","Truck","1","0","1","21,756","21,757","0.00"
"July 31, 2021","Prince William","VA","Passenger","1","3","4","211","215","1.86"
"July 31, 2023","Pulaski","AR","Passenger","2","0","2","32","34","5.88"
"August 31, 2018","Ferry","WA","Passenger","2","2","4","4,417","4,421","0.09"
"September 30, 2020","Pierce","WA","Passenger","2,571","1,710","4,281","552,918","557,199","0.77"
"March 31, 2021","Hawaii","HI","Passenger","1","0","1","58","59","1.69"
"March 31, 2023","Whatcom","WA","Truck","48","0","48","42,823","42,871","0.11"
"November 30, 2022","Williams","ND","Passenger","0","1","1","6","7","14.29"
"October 31, 2020","Multnomah","OR","Passenger","4","6","10","793","803","1.25"
"April 30, 2023","Kitsap","WA","Truck","63","0","63","52,262","52,325","0.12"
"August 31, 2023","Sarpy","NE","Passenger","1","1","2","65","67","2.99"
"November 30, 2022","Charleston","SC","Passenger","1","2","3","70","73","4.11"
"December 31, 2019","Columbia","WA","Truck","0","0","0","1,537","1,537","0.00"
"May 31, 2019","St. Mary's","MD","Passenger","1","0","1","221","222","0.45"
"February 28, 2025","Kootenai","ID","Passenger","2","3","5","118","123","4.07"
"December 31, 2024","Maui","HI","Passenger","2","0","2","23","25","8.00"
"September 30, 2017","Chelan","WA","Passenger","75","37","112","52,487","52,599","0.21"
"January 31, 2024","Mohave","AZ","Passenger","1","0","1","53","54","1.85"
"July 31, 2019","Nantucket","MA","Passenger","1","0","1","2","3","33.33"
"August 31, 2017","Virginia Beach","VA","Passenger","2","1","3","644","647","0.46"
"May 31, 2025","Cowlitz","WA","Passenger","906","343","1,249","70,091","71,340","1.75"
"August 31, 2018","Dakota","MN","Passenger","0","2","2","38","40","5.00"
"May 31, 2017","Columbia","WA","Passenger","0","1","1","2,359","2,360","0.04"
"January 31, 2017","San Juan","WA","Passenger","84","31","115","13,344","13,459","0.85"
"June 30, 2023","Santa Cruz","AZ","Passenger","1","0","1","5","6","16.67"
"July 31, 2021","St. Louis","MO","Passenger","1","0","1","96","97","1.03"
"September 30, 2017","Fairfax","VA","Passenger","3","1","4","845","849","0.47"
"April 30, 2020","St. Mary's","MD","Passenger","1","0","1","227","228","0.44"
"July 31, 2020","Denton","TX","Passenger","1","0","1","112","113","0.88"
"May 31, 2019","Deschutes","OR","Passenger","3","0","3","176","179","1.68"
"February 28, 2022","Wake","NC","Passenger","1","1","2","146","148","1.35"
"October 31, 2019","Skagit","WA","Passenger","338","210","548","92,528","93,076","0.59"
"February 28, 2025","Skagit","WA","Truck","78","0","78","31,569","31,647","0.25"
"July 31, 2018","Marion","IN","Passenger","1","0","1","120","121","0.83"
"October 31, 2024","Alameda","CA","Passenger","11","1","12","191","203","5.91"
"January 31, 2022","Kauai","HI","Passenger","1","0","1","23","24","4.17"
"June 30, 2021","Clark","NV","Passenger","6","3","9","748","757","1.19"
"September 30, 2017","Dakota","MN","Passenger","0","2","2","41","43","4.65"
"July 31, 2020","RÃ­o Grande","PR","Passenger","1","0","1","0","1","100.00"
"March 31, 2020","Whitman","WA","Truck","0","0","0","8,546","8,546","0.00"
"February 28, 2019","Nantucket","MA","Passenger","1","0","1","4","5","20.00"
"January 31, 2019","Grant","WA","Passenger","33","53","86","64,347","64,433","0.13"
"August 31, 2023","Ventura","CA","Passenger","2","3","5","259","264","1.89"
"August 31, 2024","Essex","NJ","Passenger","2","1","3","8","11","27.27"
"October 31, 2019","Pierce","WA","Passenger","2,056","1,629","3,685","546,281","549,966","0.67"
"September 30, 2023","Leavenworth","KS","Passenger","1","2","3","86","89","3.37"
"October 31, 2024","Johnson","MO","Passenger","1","0","1","30","31","3.23"
"February 28, 2017","Mercer","NJ","Passenger","0","1","1","20","21","4.76"
"September 30, 2020","Harrison","MS","Passenger","1","0","1","51","52","1.92"
"April 30, 2019","Washtenaw","MI","Passenger","1","0","1","39","40","2.50"
"August 31, 2021","Kittitas","WA","Passenger","172","73","245","29,843","30,088","0.81"
"January 31, 2024","Skamania","WA","Truck","2","0","2","3,839","3,841","0.05"
"February 28, 2017","Pierce","WA","Truck","0","0","0","138,497","138,497","0.00"
"September 30, 2024","Volusia","FL","Truck","1","0","1","3","4","25.00"
"May 31, 2023","Pettis","MO","Passenger","1","0","1","5","6","16.67"
"June 30, 2025","Wayne","MI","Passenger","1","0","1","17","18","5.56"
"December 31, 2017","Klickitat","WA","Passenger","24","26","50","14,898","14,948","0.33"
"August 31, 2021","Santa Clara","CA","Passenger","13","2","15","309","324","4.63"
"November 30, 2022","Lane","OR","Passenger","0","1","1","124","125","0.80"
"July 31, 2023","Washoe","NV","Passenger","4","0","4","79","83","4.82"
"August 31, 2024","Orange","CA","Passenger","7","3","10","377","387","2.58"
"November 30, 2021","Clallam","WA","Passenger","371","239","610","50,435","51,045","1.20"
"October 31, 2021","Onslow","NC","Passenger","0","1","1","158","159","0.63"
"August 31, 2025","Dallas","TX","Truck","1","0","1","13","14","7.14"
"June 30, 2021","Nueces","TX","Passenger","1","0","1","80","81","1.23"
"December 31, 2021","Essex","MA","Passenger","1","0","1","23","24","4.17"
"December 31, 2020","Monroe","IL","Passenger","1","0","1","2","3","33.33"
"January 31, 2017","Grays Harbor","WA","Passenger","27","24","51","44,305","44,356","0.11"
"July 31, 2021","Jefferson","WA","Passenger","338","184","522","24,835","25,357","2.06"
"February 28, 2017","Island","WA","Truck","0","0","0","20,482","20,482","0.00"
"January 31, 2017","Durham","NC","Passenger","0","1","1","39","40","2.50"
"July 31, 2022","Cowlitz","WA","Passenger","347","172","519","70,399","70,918","0.73"
"June 30, 2021","Lewis","WA","Passenger","163","141","304","59,615","59,919","0.51"
"February 28, 2023","Franklin","WA","Truck","4","0","4","20,936","20,940","0.02"
"November 30, 2024","Montgomery","PA","Passenger","1","0","1","19","20","5.00"
"April 30, 2018","Franklin","MA","Passenger","0","1","1","3","4","25.00"
"June 30, 2017","Wahkiakum","WA","Truck","0","0","0","1,644","1,644","0.00"
"April 30, 2020","Harrison","MS","Passenger","1","0","1","58","59","1.69"
"December 31, 2022","Kootenai","ID","Truck","1","0","1","45","46","2.17"
"April 30, 2022","Jefferson","NY","Passenger","1","2","3","200","203","1.48"
"December 31, 2020","Wise","TX","Passenger","1","0","1","9","10","10.00"
"March 31, 2024","Beaver","PA","Passenger","1","0","1","6","7","14.29"
"December 31, 2017","Montgomery","MD","Passenger","1","1","2","314","316","0.63"
"February 28, 2023","Orange","FL","Passenger","2","0","2","104","106","1.89"
"November 30, 2019","Saginaw","MI","Passenger","1","0","1","11","12","8.33"
"September 30, 2023","Laramie","WY","Passenger","1","0","1","34","35","2.86"
"December 31, 2020","Grant","WA","Truck","0","0","0","27,485","27,485","0.00"
"August 31, 2024","Baltimore","MD","Passenger","1","0","1","70","71","1.41"
"January 31, 2021","San Bernardino","CA","Passenger","1","0","1","412","413","0.24"
"February 28, 2023","Onslow","NC","Passenger","0","1","1","158","159","0.63"
"July 31, 2023","Orange","FL","Passenger","3","0","3","98","101","2.97"
"November 30, 2019","Jefferson","IA","Passenger","1","0","1","3","4","25.00"
"February 28, 2025","Adams","WA","Passenger","52","21","73","13,409","13,482","0.54"
"September 30, 2022","Stafford","VA","Passenger","3","1","4","92","96","4.17"
"August 31, 2024","Bay","FL","Passenger","1","0","1","29","30","3.33"
"July 31, 2022","El Paso","TX","Passenger","2","0","2","392","394","0.51"
"December 31, 2018","Caddo","LA","Passenger","0","1","1","24","25","4.00"
"January 31, 2024","Brown","WI","Passenger","1","0","1","7","8","12.50"
"May 31, 2018","Chelan","WA","Truck","0","0","0","21,813","21,813","0.00"
